bnf_code,actual_cost,predicted_cost,predicted_cost_AutoARIMA-lo-95,predicted_cost_AutoARIMA-hi-95
0601012V0BBAEAD,33766921.47980999,16390039.106989998,15241398.762720311,17538679.451259688
0601012V0BCAAAE,16112050.54576,7502275.088089083,6580165.755361069,8424384.420817098
0601012V0BCABAF,9291730.852550002,4154244.993435941,3372608.579420816,4935881.52503253
0601012V0BDABAA,504856.82555,247427.8212672,221022.49198483126,273833.15054956876
0601012V0BDACAD,9039242.710420003,4249268.727635138,3734528.478532425,4764008.976737849
0601012V0BEAAAD,1296568.35001,644298.4578347999,304561.70492045424,984035.1997758514
0601012W0BBAAAA,4593240.249279999,2348569.034865655,1976089.1640583696,2721048.884604508
0601012W0BBABAB,27590365.334860004,14178106.867681399,13039584.401216974,15316629.334145823
0601012X0AAABAB,358187.74377,193543.81697232422,124453.42230152345,262634.2154850586
0601012X0BBAAAA,9112572.415919999,4636761.66744,4243748.089126875,5029775.245753125
0601012X0BBABAB,18400037.67419,9448734.19392,8601211.265535,10296257.122304998
0601012Z0AAABAB,545832.38665,228796.993152,53130.46285932953,404463.52251220116
0601012Z0AAACAC,424135.5111,220711.56784281542,158434.91871779689,282988.216967834
0601012Z0BBAAAA,16208870.273939993,19779552.033600003,14736579.9435375,24822523.7724
0601012Z0BBABAB,11605954.950480003,2132758.513345734,-2769707.8946088986,7035224.9042495005
0601012Z0BBACAC,9190192.15095,4243110.959544657,3559667.9386184374,4926553.844063938
0601021A0AAAAAA,144369.82876,64566.8261921375,57673.867855275,71459.784529
0601021A0AAADAD,168078.58845,74412.81421597916,64448.31697668333,84377.31055760417
0601021M0AAAAAA,8857654.803460002,4119966.533665714,3702492.8749662857,4537440.1923651425
0601021M0AAAMAM,2805117.8677100004,1372736.554972152,1189855.1372026207,1555617.9609911162
0601021M0AAARAR,2565566.6614699997,1140305.4890652858,1049895.091992214,1230715.8861383572
0601021M0AAATAT,1406232.8994299998,783255.1585714286,555242.9859542411,1011267.320734375
0601021X0AAADAD,703637.84957,100078.92,-45434.160168892995,245592.00322823657
0601022B0AAABAB,34794610.31647,16115804.686295712,15106917.397653997,17124692.164953712
0601022B0AAADAD,816112.65859,377589.2486077589,303747.441707683,451431.0425863928
0601022B0AAARAR,5513804.74034,3050312.23875,2112976.732125,3987647.72245
0601022B0AAASAS,10457260.51701,5273329.270806642,4659025.792672285,5887632.640551427
0601022B0AAATAT,675589.94324,328407.44151499995,298729.5037196429,358085.3926917857
0601022B0AAAVAV,5378343.291250001,2771976.375,2417229.924107143,3126722.8258928573
0601022B0AAAYAY,1040547.94262,484655.0166666667,82793.8640625,886516.1416666667
0601022B0AABABA,4847253.104160001,2351761.799012099,1753692.390353969,2949831.207670229
0601022B0BBAAAB,555234.1451700001,272647.0781691428,195285.87823521427,350008.2801102857
0601022B0BBACAS,1446187.15801,731366.2606285715,671840.0126892858,790892.5002044643
0601022B0BBAEAV,688763.7221000001,331415.29895714286,295785.41547535715,367045.1724028571
0601022B0BMAAAV,4200349.6609499995,1869629.359646857,1264233.2072362634,2475025.503735875
0601022B0BMABAS,5909872.3850700045,2679451.485966428,1895294.0390767143,3463608.932856143
0601022B0BPAAAS,911621.78636,449726.49714642856,398369.2099071428,501083.7743496428
0601022B0BPACAV,630346.4292100001,298484.87180228566,247217.1384355714,349752.605169
0601023AAAAAAAA,857778.46112,444174.2390814297,378796.2096041334,509552.2529662255
0601023ABAAAAAA,8424059.21253,5632938.592081734,4219145.551881492,7046731.70407125
0601023ABBBAAAA,13796620.246390002,10001848.126426876,8022780.245091515,11980916.15134078
0601023ABBCAAAA,871335.00203,422548.21756799996,159165.19387836693,685931.2435010478
0601023ACAAAAAA,3038006.6467900015,1614824.452167634,1311602.8062219196,1918046.13114875
0601023ACAAABAB,485203.32023,247773.5286072154,200746.2239665374,294800.83531260607
0601023ADAAAAAA,3303673.432860001,1880309.1756623192,1713488.7417110344,2047129.5922282008
0601023ADBBAAAA,817219.28108,415246.3583591858,377787.0955826359,452705.6254820865
0601023AEAAAAAA,77460054.80379002,37858975.19918207,34907618.075917065,40810333.43511286
0601023AFAAABAB,1590724.7679399997,760907.519906154,672510.9781388476,849304.1138296691
0601023AGAAAAAA,14001007.341340005,7537906.0979045285,6862296.617890674,8213515.577918384
0601023AGAAABAB,203373101.90322,117279970.42332202,110099160.0041301,124460782.06658013
0601023AGBBABAB,2350523.71268,1217841.2856504738,1142442.9785258945,1293239.669279189
0601023AIAAAAAA,505832.92086,299206.35293399997,186457.2649161056,411955.44591982325
0601023AJAAAAAA,1775843.5865899995,900090.9948806249,822129.6302436718,978052.359517578
0601023AKAAAAAA,1184997.27594,590571.5183055468,528346.2204374999,652796.843981875
0601023AKAAABAB,4973873.424729999,2418088.005725,2213300.425597187,2622875.53023625
0601023AKAAACAC,36748848.466089986,18368062.970459998,17142742.891815,19593383.049104996
0601023ALAAABAB,3042625.34691,1420849.1804283499,1180011.3482674174,1661686.993463248
0601023AMAAAAAA,15957152.864700003,7979664.704916332,7369804.966150666,8589524.290687665
0601023AMAAABAB,16789414.860799998,8081268.318180166,7081239.064672499,9081297.648185
0601023ANAAAAAA,68822812.25744998,36359410.83471911,33918948.47625118,38799875.641319394
0601023ANAAABAB,66981813.94311998,35168355.27285139,33166909.757625908,37169800.176043786
0601023AQAAAAAA,2054650.2294599996,1002209.2825164183,831142.5262507293,1173276.0974116148
0601023AQAAABAB,10941449.79065,5725302.4642062,4427919.375178417,7022685.151203075
0601023AQAAACAC,3542986.1007699994,1957742.5755749997,1359643.3041034788,2555841.847046521
0601023AQAAADAD,1401872.1513099999,962531.0262954772,806217.3134962249,1118844.7307190855
0601023AQBBAAAA,7511848.346109999,3371759.2534125,2544833.7717438596,4198684.701578564
0601023AQBBABAB,38297825.47211004,19185578.022431053,13414633.927288672,24956521.581532225
0601023AQBBACAC,20453923.597760003,11068466.107516259,7335566.576579126,14801365.437437939
0601023AQBBADAD,9094656.85679,6467621.11078728,5465552.70660161,7469689.648983251
0601023ARAAABAB,1526797.20222,742934.7455481768,624624.5894768445,861244.9016195091
0601023ARAAADAD,2749859.11772,1436532.7961057727,1340154.7405958069,1532910.8324897047
0601023AUBBAAAA,2252594.13669,1142613.6335461675,995908.4198062734,1289318.774463125
0601023AWAAAAAA,2090769.2157299996,1051444.65098974,570589.0669824218,1532300.21824577
0601023AWAAABAB,7864734.71279,4346250.0124242185,3349083.906128027,5343415.783694653
0601023AWAAACAC,11830692.120940002,5873773.818708642,4565168.974950488,7182378.662466796
0601023AWAAADAD,3695855.21472,0.0,0.0,0.0
0601023AWAAAEAE,3319381.46818,0.0,0.0,0.0
0601023AWAAAFAF,4752301.25097,0.0,0.0,0.0
0601023AWBBAAAA,4530679.805209999,2332726.0168643678,1493007.610173523,3172444.457057788
0601023AWBBABAB,20906456.99532,11386922.562501512,7624532.255308594,15149312.601673827
0601023AWBBACAC,30734038.996310014,14471608.563674608,10619169.363507813,18324047.495820798
0601023AWBCAAAD,4416646.196839999,1609109.125749675,910163.5237311657,2308054.7373400875
0601023AWBCABAE,4960781.820579998,734692.6687067813,-77531.29300685858,1546916.6040976876
0601023AWBCACAF,6321178.788389999,2868814.2294,1521757.1247469126,4215871.372340701
0601023B0AAAAAA,194268.55610000002,92015.3679681328,80808.749541375,103221.98871573215
0601023B0AAABAB,347211.04772999993,272196.58685267856,236600.51991071427,307792.64875
0601023B0AAACAC,363853.9644800001,253505.15419642854,225906.81629464286,281103.48910714284
0601023W0AAAAAA,535316.61616,272354.24805272627,211585.04962640457,333123.4523830806
0601023X0AAAAAA,35701591.59737,17307011.5349986,15800343.49884076,18813679.73315536
0601023X0AAABAB,4648051.266499999,1596450.201086,1485335.9175567501,1707564.48461525
0601023X0AAACAC,1232027.6725199998,256593.7281631774,233810.94838781914,279376.52775977674
0601023Y0AAABAB,938366.2792800001,465720.5386970382,369693.1284754583,561747.9255096939
0601023Y0AAAEAE,885228.61097,463319.73366,335699.90722165967,590939.5559042295
0601023Y0BCACAE,2549668.90438,1410780.243516,1042465.4582708105,1779095.045537633
0601023Z0AAAAAA,916421.57243,477305.1904219042,435592.32377052086,519018.1005908084
0601040H0BDAAAE,687346.1385100001,307292.1329176875,238372.3333805625,376211.93245481246
0601040I0AAADAD,1497030.8151599998,721045.8178208267,610552.9786956933,831538.6457680066
0601040I0BBABAD,1278698.63001,908074.7551425726,812621.5187113315,1003528.00676125
0601060D0BHADA0,841084.8568899999,422890.75245942,287714.782964385,558066.73080627
0601060D0BHAEA0,1022975.11167,460149.578216595,378317.47240673716,541981.6927992337
0601060D0BJADA0,5026264.450799997,2273362.5708636,1671954.9359370375,2874770.224875425
0601060D0BQAEA0,4490736.66507,2207188.575770125,1968919.7196385625,2445457.5507455003
0601060D0BWAAA0,463698.98131000006,246018.95761023747,153366.96117974998,338670.9492401375
0601060D0BWABA0,1234145.5139600001,712998.4912357819,375915.9406349831,1050081.0610506395
0601060D0CCAAA0,6118000.2573,2530116.2193652126,1870670.507566286,3189561.9117159047
0601060D0CIAAA0,9637011.600329997,4712594.101704439,4250950.59550454,5174237.607904339
0601060D0CLAAA0,1345194.7057000003,738803.2557639375,511551.51247020374,966054.9756635888
0601060D0CNAAA0,587559.4659,301097.624218664,243296.26326799218,358898.9814371718
0601060D0CRAAA0,672838.90356,346879.8217904375,267722.70662139065,426036.9453019687
0601060D0CSAAA0,5693191.274549999,2570195.9329792,2148041.25530368,2992350.39483904
0601060D0CUAAA0,3129020.988070001,1495510.4175890498,1397192.397677475,1593828.3098752499
0601060D0CUABA0,14113993.767380007,6977389.0765149,6384155.391972149,7570622.42571905
0601060D0CUACA0,1626916.60377,816851.29574,722482.4132735812,911220.1782064186
0601060D0DCAAA0,796756.23349,413345.84694865503,361224.3940602288,465467.31141703506
0601060D0DGAAA0,5688009.597890001,3125833.662662725,1915310.3133321498,4336356.93790033
0601060D0DKAAA0,175158.57119,0.0,0.0,0.0
0601060D0DQAAA0,6317787.748720003,3128543.5036807503,2826454.837031125,3430631.98884475
0601060D0DTAAA0,310048.38392,125303.60693028374,97278.39311213461,153328.8170931075
0601060D0DWAAA0,2544520.083999999,902623.9644344326,667141.92128518,1138106.0216107676
0601060D0EDAAA0,3799867.88729,1889960.0068814498,1719791.5465540248,2060128.300007925
0601060D0EFAAA0,852689.80537,430471.3763621625,377651.01323416247,483291.7256738375
0601060D0EHAAA0,2377138.29112,1158054.1395184812,958142.8913798562,1357965.3993073124
0601060D0EKAAA0,2489476.3121699993,1297843.920137615,1168271.0872236125,1427416.7109469525
0601060D0ENAAA0,2703379.0018899995,1426048.8769044,1305979.70109705,1546118.024844925
0601060D0EQAAA0,1081676.4127000002,562381.547466,426409.56538158125,698353.5295504187
0601060D0EWAAA0,4045689.7508999985,2014604.330150475,1778947.2147972,2250261.473370575
0601060W0BCAAA0,5136885.958020002,2385367.276261,1896517.727664825,2874216.824857175
0601060W0BDABA0,1567030.42641,872593.3414991875,783193.8236854218,961992.8447501953
0601060W0BEAAA0,771366.79374,397915.12451,355999.08408793947,439831.16857275
0601060W0BFAAA0,1044452.98496,496115.412003625,394303.2219883809,597927.5983781797
0602010M0AAAAAA,2638472.69018,1197863.3109535992,1073610.75495552,1322115.777212473
0602010M0AAADAD,1927419.4763399998,823068.365,544915.2043261719,1101221.5327148438
0602010M0AAAQAQ,1763278.60067,946889.6667340959,735381.757345145,1158397.555189732
0602010V0AABWBW,10073584.683919998,4633651.69765457,4361410.690978713,4905892.704330428
0602010V0AABXBX,9031491.24411,4153187.1605166425,3926848.862352428,4379525.597178643
0602010V0AABYBY,5857491.252149999,2842709.036017857,2411100.3936691424,3274317.5793439997
0602010V0AABZBZ,10987670.503969999,4968893.644934142,4695915.0171165,5241872.318917714
0602010V0AAFZFZ,1790675.6850299998,850605.3338880289,602725.9132434673,1098484.7406299133
0602010V0AAGAGA,4010123.5098100007,1915581.254647253,1471728.0886492655,2359434.524867751
0602010V0AAGBGB,4312425.775420001,2130923.5194859104,1761064.5833123089,2500782.310772513
0602010V0AAGHGH,2219559.72447,1083758.1275975634,895731.480896164,1271784.8032990277
0602010V0AAGIGI,814761.43053,398104.20947964845,308705.0770301172,487503.3216218164
0602020D0AAAAAA,544375.8546399999,234860.02848607875,216639.89113498002,253080.1565170125
0602020D0AAAYAY,1322212.74742,648710.0984805175,553676.7622488987,743743.4228101919
0602020D0AAAZAZ,720913.719,341264.84499996324,276602.24047797726,405927.475635206
0603010I0AAACAC,4140544.7596099996,1996541.161875,1825549.29375,2167533.0300000003
0603020C0AAABAB,1215614.3516400002,499068.02252516005,449020.19499902125,549115.8781288812
0603020J0AAADAD,1909292.30058,910970.4096688,856234.0529184,965706.7664192
0603020J0AACVCV,519049.00721,228227.37592041504,120404.12446984253,336050.62404359865
0603020J0AADDDD,2608195.5324100005,1452582.098570055,1194590.771893013,1710573.3885255302
0603020T0AAAAAA,2275145.25244,1073131.6285774643,1000373.8702326784,1145889.3869222498
0603020T0AAABAB,537894.50384,270775.5093758259,241690.30195904017,299860.7044356987
0603020T0AAACAC,6397610.937189999,3268758.3611902855,2735535.179418286,3801981.3208305715
0603020T0AAAFAF,289754.98479,143821.84399485713,121921.87560714284,165721.82041142855
0603020T0AAAGAG,627673.02894,328302.6896640201,283533.7148055937,373071.6586262545
0603020T0AAATAT,499133.64242000005,253135.98753990472,217085.98818359606,289185.9987842536
0603020T0AABHBH,7536197.28389,4407209.567708333,2703170.114583333,6111248.9609375
0604011G0AAAUAU,15131754.194210006,7498197.923088001,5823838.239743724,9172557.606432274
0604011G0AABJBJ,1255013.4025400002,629643.1797546428,457527.7455981026,801758.6016797209
0604011G0AABLBL,1632270.5541800002,2177950.413774,1652122.0424974218,2703778.8071508436
0604011G0BCAEBL,888973.61016,435171.88226775,275878.4093757012,594465.3551597989
0604011G0BFAABL,5733588.321079999,3208597.031821875,2389272.5721944533,4027921.4914492965
0604011G0BFABBA,2137238.0153200002,1179637.23135375,926093.7673050585,1433180.6954024413
0604011G0BFACBR,3274615.26959,1648854.026823164,1285426.746074707,2012281.323488203
0604011G0BFADBN,2152714.48455,1126059.7242487501,843047.122400332,1409072.326097168
0604011G0BIABAU,10943633.468269998,5846949.349388875,4973658.994900838,6720239.920605876
0604011G0BPAABI,936284.4726000001,470124.14580440626,264140.7186309464,676107.5623563571
0604011G0BPABBJ,2352367.293,1201175.478337801,780479.4659878124,1621871.4417619416
0604011G0BUAABR,1067709.2341800001,476380.0949249999,357854.2760669433,594905.9105814453
0604011G0BUABBN,1069801.6531299998,281992.48823774996,-26842.73358249796,590827.7206567607
0604011G0BUACBA,544581.40885,248090.13161947756,169005.55007105958,327174.7076885664
0604011G0BUAEBL,1350117.8986400003,694491.8823880078,476415.5375307891,912568.2272452266
0604011G0BWAABT,1748640.82792,47692820.49300001,22766821.391835,72618819.594165
0604011L0AAAXAX,709675.2472899999,379183.75100216403,307228.6349394336,451138.8703945703
0604011L0BHABAX,31542362.436359998,18831719.663211,16902207.8159025,20761232.3629165
0604011L0BHACAY,18161932.278509997,10370084.603424,8306736.41145075,12433433.0084965
0604011L0BIAAAK,1379858.0701799998,693710.9422688504,576869.4023975356,810552.514004692
0604011L0BKAAAM,941940.3453000002,482835.3960940357,428141.6409948928,537529.1849812857
0604011L0BKACAP,1018389.0856500003,513356.88593237504,413159.3973645238,613554.3857629285
0604011L0BKADBD,2637200.98185,1361828.841191802,1222195.6136361563,1501462.0346945
0604011L0BKAEBL,1439421.80509,737515.0427210807,656533.9060584323,818496.20492344
0604011L0BPABAW,709349.8075300001,338600.0405316071,234968.0849329762,442232.0089541072
0604011L0BPACAK,1138861.1979599998,579106.5361798794,460617.25642678497,697595.8100019345
0604011L0BRAABA,1776569.0465299997,891038.3363465178,763932.5831264285,1018144.1079660713
0604011L0BWAABJ,2097895.49228,1148924.8758957891,883799.8554985314,1414049.8679725078
0604011Y0AAAAAA,1072603.5650000002,519862.13512349996,479212.889995125,560511.4183053125
0604012M0AAAEAE,2020668.11246,820229.6068326306,244902.3258859743,1395556.8607515888
0604012P0AAAAAA,3209832.19318,1447675.24825,844682.3628541667,2050668.1406666664
0604012S0AAALAL,14732257.709149996,7258896.888539999,5328673.0836625,9189120.641898999
0604012S0BDAAAL,19576945.282849997,9840434.31393,7081804.929825999,12599063.079812
0604020B0AAAAAA,632230.12961,434912.7475,389909.58177083335,479915.90093750006
0604020C0AAAAAA,11846128.201480001,8551827.860714285,7766575.8364285715,9337079.885
0604020K0AABHBH,230375.83604,124687.3854756,-144500.23327176875,393875.00422296877
0604020K0AABMBM,1102156.18062,-27495.717857676194,-334890.077943024,279898.63873578084
0604020K0AABQBQ,3978090.023599998,2491437.3540636264,2291547.296473973,2691327.453046372
0604020K0AABSBS,1915680.51457,0.0,0.0,0.0
0604020K0BHAABH,90913.09054,25259.1908316,-175289.95654928905,225808.34010967246
0604020K0BHABBQ,3218554.8989999993,2104274.598502027,1888166.272013642,2320382.842204227
0604020K0BHACBS,1112310.5536500001,707372.5857931548,599610.3528516954,815134.8111458805
0604020K0BMAABM,1454597.1988399997,12054.663798927486,-438741.81709318946,462851.15320252813
0604020M0AAAAAA,858213.08609,414703.992024,225172.0560336714,604235.9174810273
0604020T0AAADAD,2751549.72256,1386932.3177959253,1298215.8802770427,1475648.6955521586
0604020T0BDABAD,9368245.044439992,4629528.837502653,4203593.663768381,5055463.931553394
0605010S0BBAJAT,1437717.0818100001,665456.0434417941,537997.9613137715,792914.1196053864
0605010S0BBAKAF,1195969.02441,566512.6094759259,482830.10863913456,650195.0997759858
0605010S0BCAEBQ,571290.29903,315990.3299249509,234670.74091462351,397309.9308624239
0605010S0BCAFBR,1402346.71007,674727.0647501462,473859.1864152059,875594.9629636626
0605010S0BCAGBS,1622141.12192,814326.9545757397,638588.0109521233,990065.8783207799
0605010S0BEADAZ,6598.4655,0.0,0.0,0.0
0605010S0BEAEBA,3988.5802000000003,0.0,0.0,0.0
0605010S0BEAFBB,2402.6448,0.0,0.0,0.0
0605010S0BEAGBT,225860.85326,62662.725893288036,-116276.54381910953,241601.9918784526
0605010S0BEAKBV,821504.37547,174530.81483999998,-93946.6832641975,443008.31674432434
0605010S0BEALBW,875187.8769100001,230715.39221999998,-274187.94718463736,735618.7278245105
0605010S0BEAMBT,1625436.5639199999,395294.29277011036,-337329.32053000404,1127917.896664911
0605010S0BGAABI,438055.35097,249934.64526136016,154109.820209613,345759.46451018675
0605010S0BHADBK,1001036.1532899999,505716.0806157382,415531.4319100472,595900.7166725489
0605010S0BHAEBL,2498557.4804300005,1193488.8371244897,917604.7024451483,1469373.0055346356
0605010S0BHAFBU,3807369.09426,1828699.3972659162,1341169.9990149385,2316228.8840590557
0605020E0AAACAC,1158190.9139299998,8649.298586599998,8118.893131834569,9179.704041365429
0605020E0AAADAD,3690889.37513,1829678.9217673333,1691532.2363311043,1967825.6072035625
0605020E0AAAEAE,3629457.79501,1912258.70090625,1688459.38303125,2136058.0639687497
0605020E0AABLBL,2192913.20122,1127162.67913175,931688.9060843865,1322636.4817827365
0605020E0AABNBN,2099321.1844799994,1057771.135735379,932041.5888460042,1183500.6530211312
0605020E0BJAABL,1071561.1304600001,549990.9601636318,480499.1566973479,619482.7636299157
0605020E0BJABBN,1102425.38257,546591.5021350536,460595.93792442867,632587.0811474901
0606020A0AAACAC,11756518.424390001,13942656.121875001,12615298.784375,15270014.038125
0606020A0AAAHAH,1002903.5683,495607.22063999996,295260.1199174609,695954.3319735937
0606020R0AAADAD,1571709.3191400003,1250088.48,851718.5404687499,1648458.430625
0606020T0AAAEAE,701149.71465,348936.660548366,294558.7967218559,403314.5065153735
0606020W0AAABAB,4578440.3329300005,3382426.3753125,3078212.82046875,3686639.878125
0606020Z0AAAAAA,10556922.38661,5192776.215902343,4566730.218303369,5818822.129802051
0606020Z0AAABAB,544503.20423,279912.20406600134,201477.7750224934,358346.6264663088
0606020Z0BBAAAA,5780048.646819999,2723291.9749115477,2165321.6885067625,3281262.2194666993
0606020Z0BCAAAB,764427.05133,387302.15438191296,315991.9135665479,458612.36419567524
0607010B0AAADAD,1357205.69916,675839.5298215538,575451.1172750227,776227.9515143264
0607010C0AAAAAA,2310834.2716299994,767728.1981185239,720807.9206898212,814648.4917290849
0607010T0AAABAB,817895.8156,422570.24229938106,365801.1017199762,479339.38737842184
0607030M0AAAAAA,482508.13731,258046.4746888469,198986.14665659814,317106.7987092937
0702010F0AAAAAA,3490328.9787100004,1630785.2307435833,1285874.1503772084,1975696.3458459168
0702010F0AAACAC,6682959.477370003,3292410.44324707,2908245.715424805,3676575.1253320314
0702010F0BCAAAA,1815028.1587500002,992516.1299476251,913095.0879911876,1071937.206640021
0702010G0AAAGAG,7395635.160319997,3490583.00765625,3080086.29984375,3901079.61703125
0702010G0BCABAG,8443188.921570003,4237555.980306916,3694640.8900894164,4780471.070524416
0702010G0BFAAAG,4445330.4327300005,2087776.1124586405,1739986.392436031,2435565.8324812497
0702020F0AAAFAF,3638492.699020001,1943327.497890625,1627989.572109375,2258665.461640625
0702020F0AAAJAJ,1805199.1400799993,925001.1593785719,809818.9731720141,1040183.3706564907
0702020F0AAAKAK,1821989.8305099984,1626458.2572265626,1428293.3320703125,1824623.140234375
0703010E0AAAEAE,550545.9847300001,268719.9110828889,237795.6316651024,299644.1905006753
0703010E0BGAAAE,2668669.020530001,1273385.2585450606,1074961.4059961545,1471809.0952302369
0703010E0BIAAAB,902247.4428500002,460843.4384323354,409696.7357938413,511990.1243997996
0703010E0BJAAAC,475562.99805,243470.43924233332,216248.43071649998,270692.44480845483
0703010F0AAACAC,605082.3619299999,294029.8543425714,263200.7787083095,324858.9194947143
0703010F0AAAJAJ,949975.38821,467422.11961593747,419087.24142541667,515757.00463656243
0703010F0BEAAAC,1558941.3376,758731.3215323571,661363.3369837857,856099.3165630476
0703010F0BLAAAJ,3243406.2197600007,1607353.0019166665,1421547.5448372916,1793158.47265625
0703010F0BNAAAC,327057.29319000005,211551.47368285715,123596.37907089284,299506.56662214285
0703010F0BPAAAC,2292794.443479999,1057508.999733,919119.0355485,1195898.9217659999
0703010F0BQAAAA,816175.1684399999,426099.66819756245,353447.1570651924,498752.170167371
0703010F0BVAAAJ,1841125.5648800002,920285.7394085317,749492.6508448411,1091078.8075283729
0703011A0BBAAAA,510333.93859999994,260377.3113868652,211035.33971872556,309719.2694710254
0703021Q0AAAAAA,10915439.85412,5790540.703571429,5233235.342857142,6347845.982142856
0703021Q0BBAAAA,1910873.3449700004,857808.5810892484,679101.3592136421,1036515.8229324553
0703021Q0BDAAAA,1939199.9888600004,989798.4647860118,792793.4946616368,1186803.4468979165
0703022M0AAABAB,781065.5218000003,384424.7738633857,314787.94817659765,454061.6050477978
0703022M0BBABAB,3379515.0826300005,1667894.3333579998,1546841.6661950154,1788947.0005209842
0703022M0BDAAAC,664941.9316400001,310314.47334916994,211120.63476086425,409508.3150933496
0703022P0AAAAAA,1646444.54412,713733.730173,416244.98491480865,1011222.4802010205
0703022P0BCAAAA,6056696.818310001,3363874.2041544714,2665875.110105782,4061873.4126790604
0703023L0BBAAAA,11588458.130399998,6111659.618418749,5252693.036378905,6970626.361453906
0704010A0AAADAD,4271911.1172,2161879.7996238745,1938673.5952627498,2385086.0528104873
0704010M0AAAAAA,1699751.4566500003,704631.5262109375,556288.6916380208,852974.3920286458
0704010U0AAAAAA,14828374.627829999,6751594.08,6036671.136,7466516.832
0704010U0AAABAB,1380498.4288599996,682125.3059655749,579585.2973536594,784665.2634980687
0704010U0BIAAAA,180058.41988999996,67890.65716053333,38688.94504956666,97092.36958373332
0704010V0AAAAAA,1872081.5881500002,1010670.69728125,909127.4331458334,1112213.9614166666
0704010V0BBAAAA,656892.72516,336032.61683681246,287598.30886823434,384466.94895468745
0704010W0AAAAAA,846782.8602799999,429265.06359599007,392803.4543979807,465726.67279399943
0704020AAAAAAAA,1234491.1079100003,1398144.18515625,1256438.94609375,1539849.42421875
0704020AAAAABAB,472638.4325800001,142485.65339405468,129376.20246288281,155595.1061181289
0704020ABAAAAAA,3156973.91476,2167248.975,1911635.8125,2422862.1
0704020ABAAABAB,2032500.1234600001,1294025.9808333335,1156950.9641666668,1431101.0166666668
0704020ABBBAAAA,365396.30947,185758.47572,82383.68303856984,289133.2675592539
0704020ACAAAAAA,1373631.14722,693380.2486136094,585864.6580320625,800895.8525138594
0704020ACAAABAB,1031994.8088199999,509637.2316447344,462820.2121134922,556454.291132086
0704020ADAAAAAA,348241.25958000007,152412.67312661215,135264.62881304295,169560.71904490734
0704020ADAAABAB,305848.8918,141370.8176528839,125719.48044314899,157022.15486261886
0704020AEAAAAAA,12829503.320580006,6066987.493845001,5254147.428515,6879827.332805834
0704020AEAAABAB,45310998.570630014,21477929.8493575,18698884.100535,24256975.598180003
0704020AEBBABAB,2016408.1848100002,993414.254397448,928679.9306921875,1058148.5639546355
0704020J0AAAAAA,656680.17657,296732.8774892857,278146.3744947991,315319.38320187497
0704020J0AAACAC,785595.24315,676524.9950892858,615504.2236607143,737545.7892857144
0704020J0AAAFAF,2903447.4613199993,1375920.4512804507,1090606.0168161807,1661234.9695949825
0704020J0AAAGAG,1970990.72792,919972.2971645563,762135.3112496039,1077809.2830882904
0704020J0AAASAS,2287922.278490001,1504080.2605646963,1238905.9029134754,1769254.6791432344
0704020J0AAATAT,4594688.939809998,2246211.5346526876,1994588.2802263258,2497834.789079049
0704020N0AAAAAA,400421.1657,223974.12375,205210.66921875,242737.57828125
0704020N0AAABAB,1294684.8803999997,704397.8860491072,647861.6161830358,760934.1400669643
0704020N0AAACAC,1939590.63684,774344.1575128571,700596.1714988425,848092.1435268716
0704020N0BFAAAC,2356369.24548,1243351.4458513202,1076912.010129712,1409790.8680974117
0704020P0AAAAAA,721892.35402,362416.8489241352,312070.14797450346,412763.5315383348
0704020Z0AAAAAA,1032416.7928600002,571671.11615625,527901.6388125,615440.5935000001
0704020Z0AAADAD,2586356.031320001,1313009.0723115122,1228596.6492076756,1397421.4833668359
0704020Z0BBABAD,698576.9909699999,363588.2609807142,329134.1198171561,398042.40515640064
0704050B0BBAAAA,1047568.3171900002,436879.6434296543,278932.71034506586,594826.557400623
0704050R0AAAAAA,396057.21366000007,178928.92891422656,159725.10946610157,198132.75121635938
0704050R0AAABAB,789221.5307700001,354851.00201760157,309883.10929627344,399818.8844205938
0704050R0AAADAD,434325.32314000005,222416.35199099997,205536.885682125,239295.82532512498
0704050R0BBABAB,920468.5554399999,476887.92165253713,427288.20429186913,526487.6390132051
0704050R0BBADAD,506181.84540000005,255587.76462523534,214952.85059130425,296222.6678801905
0704050Z0AAAAAA,1853712.79305,835686.9544737656,751922.8133953905,919451.0848679062
0704050Z0AAABAB,483306.09353000013,229533.0006764492,205503.63656428907,253562.3673864883
0704050Z0AAACAC,2382450.87504,1107030.3489297344,1041386.0902073126,1172674.5729649845
0801000I0AAAHAH,527228.58492,268824.369242584,200690.25071996797,336958.49204255274
0801030L0AAAAAA,736876.8879600001,396439.34513125,363445.17815,429433.51770625
0801030P0BFAFFS,639672.08566,324268.6320984795,283998.7303914277,364538.51911470894
0801050P0AAAAAA,638988.4265599999,311570.2749096281,285259.14249466464,337881.42376660375
0802010G0AAADAD,339034.7188299999,160115.96162296427,145204.55047995088,175027.37276597766
0802010G0AAAEAE,1084331.52316,512671.4477621517,471026.0404996071,554316.8482503481
0802010M0AAAAAA,2051312.89397,1026579.42838368,948491.5208983538,1104667.3358690063
0802010M0AAABAB,2150428.80736,1083302.028625,980922.988625,1185681.104
0802010M0BBABAB,1057963.9174900001,570224.13303564,498902.49721729965,641545.7387551748
0802020G0BCACAF,918062.3070799999,457757.2770949836,400400.87414743286,515113.6712682899
